season,school,wins,adjoe,adjde,barthag,efg,efgd,tor,tord,orb,drb,ftr,ftrd,two_pct,two_pctd,three_pct,three_pctd,adj_t,wab
2013,Northern Iowa,2,"94.5
231","87.4
27",".7122
103","44.8
260","44.2
68","22.7
243","20.5
187","24.7
321","31
141","36.4
157","23.9
19","44.2
249","42.9
70","30.4
240","30.8
99","61.6
328","-1
137"
2012,Duquesne,3,"108.3
50","100.3
193",".7074
103","52.8
58","52.8
278","15.1
9","27.8
6","21.1
339","42.6
337","39.4
133","37.6
172","56.6
11","48.7
202","30.9
233","41.3
319","70.6
73","-1
151"
2011,Utah,3,"107.1
66","99.2
169",".7066
103","46.4
221","47.5
146","20.8
140","19.7
227","33.7
138","32.6
176","51.6
26","52.2
311","49.5
126","47
175","25.9
318","32.3
143","73.9
31","-0.8
134"
2010,"Northern Iowa
9 seed, Sweet Sixteen",4,"107.5
71","98.9
150",".7223
103","50.4
126","47.9
149","16.8
25","20.1
215","32.7
186","35.2
222","46.6
51","29.2
59","49.4
130","43.6
75","34.8
137","38.3
277","62.3
334","-0.1
78"
2009,Utah Valley,3,"114.7
16","107.2
289",".6853
103","55.4
30","49.7
196","16.6
18","18.3
288","33
168","28.2
49","42.8
85","36.2
166","51.1
76","46.8
145","42.9
14","37.9
266","61.2
336","-0.6
121"
2008,Santa Clara,3,"108.0
67","100.3
167",".7015
103","63.4
2","52.8
247","27.8
321","18.6
303","27.3
299","20.5
2","45.2
41","27.1
52","58.3
12","51.2
231","48.3
2","37.1
233","61.7
327","0.1
61"
2020,Tennessee St.,4,"99.1
174","92.7
80",".6838
104","56.7
16","45.8
87","25.6
343","19.3
175","27.8
181","25.9
98","27.8
253","39.9
299","56.1
26","44.6
77","38.4
41","31.7
141","73.4
55","-0.8
120"
2019,Vanderbilt,5,"106.6
109","99.0
112",".7011
104","56.8
23","46.3
65","18.6
142","16.4
296","33.5
67","26.5
100","39.2
84","24.8
23","56.8
33","45.6
55","37.8
66","31.6
114","75.8
20","-0.1
77"
2018,LSU,4,"120.1
9","112.4
313",".6813
104","59.9
5","55.9
297","17.5
88","19.5
149","37.1
24","34
290","36.8
133","34.6
172","63.1
2","55.3
287","36.6
119","37.8
252","68.5
282","-0.2
80"
2017,"Maryland
6 seed, R64",6,"104.2
128","98.6
112",".6537
104","47.7
238","45.4
57","19.4
181","17.4
260","31.8
125","29.2
159","45.3
37","35.1
179","48.4
188","45.5
90","31.2
261","30.1
66","69.8
217","0.9
22"
2016,UNLV,4,"101.5
191","94.3
50",".6979
104","50.2
133","47.3
116","19.4
215","24.6
14","33.9
94","32
221","47.8
45","31.6
70","51.9
93","43.6
73","31.4
230","37.1
252","73.1
71","0.2
57"
2015,Akron,4,"106.7
76","98.3
148",".7189
104","48.1
162","46.4
124","18.1
89","20.3
154","31
171","36.3
294","32
260","36.5
162","45.9
200","43.7
90","34
160","35.4
228","65.3
228","-0.3
97"
2014,"Manhattan
13 seed, R64",4,"109.2
107","102.3
133",".6780
104","47.7
220","47.5
111","19.7
239","17.9
200","38.4
39","32.7
200","53.7
34","62.5
338","46.3
240","47.2
123","33.3
176","32.1
124","69.5
146","-0.3
93"
2013,"New Mexico St.
13 seed, R64",2,"98.5
171","91.1
53",".7115
104","48.1
171","45.9
103","25.7
320","18.4
264","37.1
67","24.6
16","53.1
8","32.5
122","47.2
161","46.4
156","33.8
149","29.9
79","68.1
153","-2.3
246"
2012,Seton Hall,5,"104.2
94","96.7
129",".7013
104","50.3
119","49.1
187","18.8
78","24.3
58","30.4
226","30
104","40.6
124","24
13","53.4
39","48.9
208","29.5
266","33.1
152","67.7
173","0.6
33"
2011,TCU,5,"104.5
97","96.8
135",".7059
104","51.3
95","51.5
250","17.7
46","22.8
100","27
287","28.8
75","31.5
275","38.6
170","50.9
87","53.4
296","34.9
134","31.7
124","71.6
76","-1
150"
2010,Long Beach St.,3,"105.0
106","96.7
123",".7217
104","52
89","52.2
253","20.9
158","21.4
159","29.3
258","35.8
241","46.2
54","26.4
26","50.7
94","53.3
288","36.7
101","33
147","72.5
56","-0.3
89"
2009,Virginia Tech,4,"101.6
130","95.0
102",".6844
104","47.6
193","43.3
48","20.9
148","19.2
256","35
118","31
117","41.2
103","37
177","47.1
178","44.9
102","32.2
212","26.7
27","66.2
254","-0.8
134"
2008,Washington,4,"104.8
100","97.4
132",".6999
104","51.1
132","51.5
220","21.4
130","24.9
78","43
10","27.7
37","34.1
195","44.4
277","49.7
134","49.8
200","37.1
107","37.2
237","76.6
16","-0.5
110"
2020,Tulane,5,"104.8
77","98.2
169",".6784
105","52.4
77","53.8
293","17.8
85","27.7
6","25.9
225","30.6
255","40.7
40","23.8
46","49.5
149","55.2
309","37.8
48","34.7
227","70
177","-0.1
75"
2019,Harvard,3,"103.7
157","96.3
74",".7009
105","55.6
39","49.1
126","22.5
313","18.2
207","24.6
281","24
45","28.1
278","37.5
240","56.3
43","48.8
131","36.2
106","33.1
157","71.9
121","-1
143"
2018,Mississippi,4,"112.6
43","105.4
224",".6805
105","54.7
67","51
187","16.6
53","19.1
172","31.8
115","31.6
247","39.2
90","34.1
158","56.7
38","47.6
116","34.6
185","36.9
236","71.8
134","-0.7
112"
2017,San Francisco,5,"110.9
47","105.2
227",".6468
105","60.8
4","47.9
116","18.6
146","17.4
260","27.3
232","31
211","30.8
259","30.7
95","58.1
10","43.9
66","42.8
6","36.9
242","70.7
175","-0.5
98"
2016,"Wisconsin
7 seed, Sweet Sixteen",4,"112.0
57","104.1
204",".6975
105","46.4
244","50.8
220","15.4
44","18.7
159","41
13","30
162","38.4
164","37
155","46.8
215","45.4
102","30.4
255","45.1
344","63.8
340","-0.9
141"
2015,Boston College,2,"98.5
192","91.2
57",".7069
105","44.8
258","45.7
101","24.9
327","22.8
61","32
150","31.2
164","39.1
153","60.1
341","54.4
32","48.2
197","19.8
349","26.7
32","67
160","-1.5
198"
2014,Oregon St.,3,"115.6
29","108.4
241",".6776
105","58.1
13","49.4
172","18.5
182","17.8
204","31.9
162","37.2
300","57.9
19","31.2
40","60.6
1","45.8
92","33.9
162","37.1
257","71.6
69","-0.1
83"
2013,Loyola MD,7,"102.0
126","94.4
98",".7094
105","46.6
205","42.2
31","17.7
53","21.6
139","40.7
21","37.2
291","37.6
141","34.9
148","46.3
191","43
73","31.6
210","26.8
47","63.1
300","0.3
46"
2012,"Norfolk St.
15 seed, R32",3,"93.4
262","86.7
23",".7002
105","51
97","42.7
32","26.1
318","18.8
274","25.8
308","27.4
43","53.1
15","36.9
156","50
96","44.8
104","35.4
126","25.7
21","70.4
84","0.2
64"
2011,Siena,2,"104.4
100","96.8
134",".7040
105","49.1
156","49.7
198","21.6
184","19.1
242","32.7
161","31.5
149","40.3
151","39.6
186","46.7
194","47.2
181","37.5
75","36.5
241","71.5
77","-1.8
230"
2010,"Baylor
3 seed, Elite Eight",5,"107.2
80","98.8
148",".7205
105","51.9
94","44.4
80","21.2
175","18.3
285","38.8
41","27.5
40","40
131","31.3
82","50.9
90","36.4
2","36.1
111","38.1
271","66.1
269","0.3
46"
2009,Drake,3,"107.9
51","101.1
210",".6808
105","50.2
124","53.9
300","20.1
109","22.4
134","32
196","32.5
160","49.8
26","23.5
13","47.1
178","48.7
191","35.6
113","40.5
311","63.4
311","-0.6
126"
2008,Penn St.,3,"101.5
141","94.3
100",".6983
105","46.1
254","46
87","18.4
42","25.3
67","40.5
34","35.6
232","24.4
323","34.4
150","48.3
177","45
99","28.6
295","31.9
104","70.3
127","-1.7
207"
2020,Boston College,4,"93.9
255","88.0
33",".6780
106","46.8
233","46.1
95","21.3
253","23.7
35","22.5
307","30.9
265","32.5
167","24
48","46
250","43
44","32.2
180","34.1
212","72.7
75","-1.9
195"
2019,Providence,5,"107.4
96","99.8
131",".7007
106","50.7
183","51.5
208","19.9
208","20.5
117","34.4
52","30.6
229","37.6
109","26.5
41","49.8
200","48.5
119","35
134","37.4
281","69.7
233","-0.1
78"
2018,Georgia,5,"100.5
205","94.6
57",".6680
106","50
187","42.4
19","21.7
276","15.1
331","35.1
43","27.2
118","43
41","27.3
55","51.1
135","43.6
39","31.9
251","26.7
20","69.5
240","0.3
44"
2017,Portland,3,"105.0
113","99.9
131",".6394
106","52.6
87","50
175","18.5
138","17.7
247","25
284","28.3
123","26.5
318","27.7
50","47
224","46.6
115","41.8
12","37.4
259","72.1
113","-0.6
107"
2016,Oakland,3,"110.1
73","102.4
175",".6958
106","54.6
50","46.3
88","18.2
163","18.7
159","36.8
50","34.6
278","31.2
274","35.6
137","50.5
120","46
112","41.6
32","31.3
103","75.7
22","-1.2
178"
2015,Columbia,4,"96.5
222","89.4
36",".7067
106","48.3
159","39.3
13","20.6
198","17.9
263","32.7
133","29.4
117","38.8
160","22.5
11","52.1
73","41.2
42","29.7
257","22.2
8","58.4
348","-0.4
108"
2014,Columbia,4,"103.6
196","97.2
61",".6757
106","51.4
110","46.4
89","20.3
261","16.2
273","27.6
277","25.6
24","49.2
66","44
214","44.8
278","45.2
76","41.7
27","33.3
151","61.6
350","-1.1
165"
2013,Canisius,4,"108.8
54","101.0
220",".7016
106","50.3
110","51.9
271","16.7
28","24.1
57","33
139","35
250","42.1
82","27.6
47","53
43","51.1
264","30.5
236","35.8
237","69.5
110","-0
71"
2012,Mississippi,5,"91.7
282","85.2
16",".6991
106","42.8
307","43.4
41","22.4
217","25.4
37","36.9
60","27.6
49","43.6
90","41.6
234","48.8
130","41.6
44","20.3
341","31.7
119","70.8
66","0.5
45"
2011,Mississippi,3,"111.5
34","103.5
232",".7029
106","50.7
104","47.3
142","17.1
32","20.3
193","35.6
96","36.9
281","30.8
281","41.6
213","52.7
46","42.7
65","31.6
231","38.2
272","68.6
167","-0.7
119"
2010,UNC Wilmington,3,"104.6
111","96.5
120",".7174
106","54.5
41","45.5
98","22.7
233","19.2
250","35.3
116","37.4
279","36
196","46.3
278","53
52","48.3
185","38.8
65","24.8
19","71.5
92","-2.3
265"
2009,Saint Joseph's,2,"96.4
218","90.2
49",".6799
106","47.9
186","43.8
56","24.7
267","26.5
27","32.3
182","41.6
328","33.8
214","34.4
131","48.9
128","44.2
87","30.4
250","28.6
52","65
282","-1.4
190"
2008,Southern Miss,0,"99.7
175","92.8
76",".6951
106","44.5
285","46.1
90","21.5
133","15.8
332","34.7
137","34.2
191","50.9
11","52.2
328","42
298","48.2
166","34.5
170","26.7
19","68
196","-0.9
142"
2020,Santa Clara,6,"98.4
191","92.3
76",".6752
107","55.6
26","45
68","21.7
274","21.9
84","19.2
341","23.2
41","36.3
98","40.3
301","59
8","44.4
72","33.1
152","31
116","74.1
41","-0
71"
2019,"Northern Kentucky
14 seed, R64",6,"103.8
153","96.5
76",".6993
107","56.1
31","45.3
50","17.8
114","20.6
114","22.9
316","25.1
69","44.5
30","46.6
327","57.8
24","44.7
45","36.2
106","31
86","72.6
100","0.4
40"
